birth_cohort,legal_status,latest_us_occupation,education,labor_exp_age45,first_migration_age,total_trips,accumulated_us_experience,mean_proportion_low_income,label
28.0,0.0,1.0,1.0,30.0,33.0,3.0,84.0,0.2805868308259445,0
43.0,0.0,1.0,6.0,29.0,17.0,1.0,48.0,0.2805868308259445,1
43.0,0.0,1.0,6.0,33.0,14.0,1.0,60.0,0.2805868308259445,0
50.0,1.0,1.0,9.0,26.0,23.0,2.0,132.0,0.2805868308259445,0
33.0,0.0,1.0,5.0,35.5,24.0,2.0,42.0,0.2805868308259445,1
43.0,1.0,2.0,4.0,32.0,14.0,1.0,228.0,0.2805868308259445,0
24.0,1.0,0.0,9.0,26.0,20.0,2.0,24.0,0.2805868308259445,1
33.0,1.0,1.0,3.0,29.0,23.0,1.0,48.0,0.2805868308259445,0
38.0,1.0,1.0,6.0,31.0,57.0,1.0,60.0,0.2805868308259445,1
20.0,1.0,0.0,3.0,32.0,14.0,2.0,672.0,0.2805868308259445,1
31.0,0.0,1.0,4.0,35.0,28.0,1.0,24.0,0.2805868308259445,0
24.0,1.0,2.0,1.0,24.0,31.0,1.0,504.0,0.22242501675301352,1
38.0,0.0,1.0,9.0,32.0,30.0,1.0,12.0,0.22242501675301352,1
33.0,0.0,1.0,12.0,31.0,16.0,1.0,276.0,0.22242501675301352,0
30.0,0.0,1.0,9.0,32.0,20.0,2.0,360.0,0.22242501675301352,1
48.0,0.0,1.0,6.0,30.0,27.0,2.0,72.0,0.22242501675301352,1
45.0,1.0,1.0,9.0,29.5,25.0,5.0,102.0,0.22242501675301352,1
36.0,1.0,0.0,4.0,30.0,16.0,1.0,576.0,0.22242501675301352,0
53.0,0.0,1.0,9.0,38.0,20.0,2.0,24.0,0.22242501675301352,1
25.0,0.0,1.0,3.0,30.0,32.0,2.0,48.0,0.22242501675301352,0
45.0,0.0,1.0,6.0,26.0,41.0,1.0,36.0,0.22242501675301352,1
52.0,0.0,1.0,9.0,30.0,16.0,1.0,24.0,0.22242501675301352,1
33.0,1.0,1.0,2.0,30.0,38.0,1.0,312.0,0.22242501675301352,0
18.0,1.0,2.0,4.0,22.0,24.0,1.0,240.0,0.22242501675301352,0
46.0,0.0,0.0,6.0,41.0,17.0,3.0,36.0,0.15895681828628577,1
5.0,1.0,0.0,0.0,32.0,32.0,1.0,108.0,0.15895681828628577,1
35.0,0.0,2.0,2.0,28.0,40.0,1.0,300.0,0.15895681828628577,1
23.0,0.0,2.0,5.0,29.0,28.0,2.0,264.0,0.15895681828628577,0
39.0,0.0,1.0,6.0,30.0,16.0,1.0,324.0,0.15895681828628577,0
46.0,0.0,1.0,5.0,30.0,25.0,2.0,36.0,0.146549422036687,0
20.0,0.0,1.0,4.0,34.0,18.0,1.0,36.0,0.146549422036687,1
16.0,0.0,2.0,6.0,38.0,42.0,1.0,108.0,0.146549422036687,1
53.0,0.0,1.0,6.0,28.0,22.0,1.0,168.0,0.146549422036687,1
49.0,0.0,2.0,9.0,31.0,15.0,1.0,60.0,0.146549422036687,1
35.0,0.0,2.0,5.0,31.0,19.0,1.0,12.0,0.146549422036687,1
45.0,0.0,1.0,9.0,32.0,29.0,1.0,48.0,0.146549422036687,1
20.0,0.0,2.0,0.0,34.0,21.0,9.0,216.0,0.12290213063058249,1
38.0,0.0,1.0,0.0,27.0,40.0,1.0,72.0,0.12290213063058249,1
40.0,0.0,2.0,0.0,28.0,35.0,1.0,204.0,0.12290213063058249,1
21.0,0.0,0.0,6.0,34.0,38.0,1.0,96.0,0.12290213063058249,0
50.0,0.0,2.0,6.0,34.0,12.0,1.0,312.0,0.12290213063058249,0
34.0,0.0,1.0,6.0,24.0,24.0,6.0,132.0,0.12290213063058249,1
15.0,1.0,0.0,0.0,32.0,32.0,1.0,24.0,0.12290213063058249,0
17.0,0.0,1.0,6.0,23.0,37.0,1.0,12.0,0.12290213063058249,1
46.0,1.0,2.0,9.0,34.0,34.0,2.0,24.0,0.12290213063058249,0
44.0,0.0,2.0,6.0,34.0,32.0,1.0,24.0,0.12290213063058249,0
33.0,1.0,1.0,3.0,34.0,24.0,2.0,36.0,0.12290213063058249,1
22.0,1.0,2.0,6.0,31.0,25.0,1.0,36.0,0.12290213063058249,0
29.0,0.0,2.0,6.0,34.0,25.0,2.0,36.0,0.12290213063058249,1
30.0,0.0,1.0,9.0,29.0,27.0,2.0,48.0,0.12290213063058249,0
32.0,0.0,2.0,6.0,27.0,33.0,1.0,324.0,0.12290213063058249,1
49.0,0.0,2.0,9.0,34.0,17.0,3.0,168.0,0.12290213063058249,0
42.0,0.0,2.0,3.0,31.0,22.0,1.0,48.0,0.12290213063058249,1
52.0,0.0,1.0,12.0,25.0,21.0,3.0,60.0,0.12290213063058249,1
51.0,0.0,2.0,9.0,30.0,19.0,2.0,108.0,0.12290213063058249,1
34.0,0.0,2.0,2.0,34.0,25.0,1.0,24.0,0.12290213063058249,0
36.0,0.0,1.0,0.0,34.0,25.0,2.0,36.0,0.12290213063058249,0
36.0,0.0,2.0,1.0,26.0,41.0,1.0,84.0,0.12290213063058249,1
40.0,0.0,2.0,9.0,34.0,23.0,3.0,36.0,0.12290213063058249,1
34.0,0.0,2.0,2.0,33.0,43.0,1.0,36.0,0.12290213063058249,1
36.0,0.0,2.0,6.0,32.0,22.0,3.0,36.0,0.12290213063058249,1
36.0,0.0,1.0,6.0,34.0,23.0,2.0,48.0,0.12290213063058249,1
53.0,1.0,2.0,18.0,28.0,18.0,2.0,60.0,0.12290213063058249,1
40.0,0.0,1.0,6.0,30.0,17.0,2.0,504.0,0.12290213063058249,0
48.0,0.0,1.0,3.0,34.0,36.0,3.0,156.0,0.12290213063058249,1
33.0,0.0,2.0,6.0,36.0,21.0,2.0,552.0,0.12290213063058249,1
33.0,1.0,2.0,13.0,30.0,22.0,2.0,366.0,0.12290213063058249,1
40.0,0.0,2.0,3.0,31.0,31.0,1.0,360.0,0.12290213063058249,0
34.0,0.0,2.0,0.0,38.5,35.0,2.0,378.0,0.12290213063058249,1
53.0,0.0,1.0,9.0,33.0,16.0,1.0,384.0,0.12290213063058249,0
42.0,0.0,1.0,6.0,27.0,19.0,2.0,312.0,0.11548655042870298,1
47.0,0.0,1.0,2.0,26.0,20.0,1.0,36.0,0.11548655042870298,1
29.0,0.0,2.0,0.0,34.0,24.0,1.0,24.0,0.11548655042870298,0
41.0,0.0,1.0,18.0,34.0,31.0,1.0,264.0,0.11548655042870298,1
44.0,0.0,1.0,6.0,34.0,21.0,1.0,312.0,0.11548655042870298,0
35.0,0.0,2.0,2.0,34.0,24.0,1.0,120.0,0.11548655042870298,0
28.0,0.0,2.0,6.0,31.0,35.0,1.0,24.0,0.11548655042870298,0
48.0,1.0,1.0,16.0,27.0,24.0,2.0,300.0,0.11548655042870298,0
44.0,0.0,1.0,9.0,34.0,12.0,3.0,396.0,0.11548655042870298,0
41.0,0.0,1.0,9.0,31.0,30.0,1.0,12.0,0.11548655042870298,1
24.0,0.0,1.0,0.0,34.0,39.0,1.0,312.0,0.11548655042870298,1
44.0,0.0,1.0,6.0,26.0,20.0,1.0,204.0,0.11548655042870298,1
36.0,0.0,2.0,1.0,34.0,28.0,1.0,24.0,0.11548655042870298,1
39.0,0.0,1.0,6.0,22.0,30.0,1.0,384.0,0.11548655042870298,1
42.0,1.0,2.0,16.0,24.0,28.0,1.0,372.0,0.11548655042870298,0
51.0,0.0,1.0,9.0,26.0,27.0,1.0,276.0,0.11548655042870298,1
38.0,1.0,2.0,9.0,28.0,18.0,1.0,540.0,0.11548655042870298,1
41.0,0.0,1.0,17.0,22.0,30.0,1.0,360.0,0.11548655042870298,0
47.0,1.0,1.0,17.0,24.0,27.0,2.0,312.0,0.11548655042870298,0
37.0,0.0,1.0,9.0,34.0,28.0,1.0,12.0,0.08876312800987766,0
51.0,1.0,1.0,6.0,30.0,18.0,2.0,348.0,0.08876312800987766,0
16.0,1.0,1.0,0.0,34.0,40.0,1.0,132.0,0.08876312800987766,0
54.0,0.0,1.0,12.0,33.5,22.0,1.0,252.0,0.08876312800987766,1
23.0,1.0,1.0,6.0,30.0,30.0,1.0,456.0,0.08876312800987766,0
49.0,0.0,1.0,9.0,34.0,22.0,2.0,108.0,0.08876312800987766,0
22.0,1.0,0.0,0.0,34.0,20.0,2.0,24.0,0.08876312800987766,1
41.0,1.0,2.0,17.0,34.0,26.0,1.0,60.0,0.08876312800987766,0
43.0,0.0,2.0,6.0,28.0,26.0,1.0,384.0,0.08876312800987766,1
40.0,1.0,0.0,6.0,34.0,22.0,3.0,240.0,0.08876312800987766,0
55.0,0.0,1.0,9.0,34.0,21.0,1.0,300.0,0.08876312800987766,0
48.0,0.0,1.0,3.0,31.0,15.0,1.0,456.0,0.08876312800987766,0
34.0,0.0,2.0,6.0,28.0,34.0,1.0,396.0,0.08876312800987766,1
39.0,0.0,1.0,9.0,27.5,18.0,3.0,78.0,0.366797267891916,1
37.0,0.0,1.0,17.0,32.0,15.0,2.0,564.0,0.366797267891916,1
32.0,1.0,0.0,0.0,32.0,17.0,5.0,120.0,0.366797267891916,1
41.0,0.0,2.0,6.0,33.0,39.0,1.0,24.0,0.366797267891916,1
25.0,1.0,2.0,4.0,33.0,23.0,1.0,12.0,0.366797267891916,0
52.0,0.0,1.0,6.0,33.0,32.0,1.0,60.0,0.366797267891916,1
42.0,1.0,1.0,6.0,27.0,19.0,15.0,264.0,0.366797267891916,0
40.0,1.0,1.0,6.0,32.0,15.0,5.0,420.0,0.366797267891916,0
41.0,0.0,2.0,6.0,32.0,16.0,2.0,24.0,0.366797267891916,1
24.0,1.0,0.0,0.0,31.0,18.0,3.0,36.0,0.366797267891916,1
45.0,1.0,1.0,9.0,32.0,14.0,7.0,324.0,0.366797267891916,0
34.0,0.0,2.0,0.0,32.0,28.0,1.0,12.0,0.366797267891916,1
54.0,0.0,1.0,6.0,31.0,18.0,2.0,96.0,0.2805868308259445,1
35.0,0.0,1.0,2.0,33.0,25.0,1.0,24.0,0.2805868308259445,0
53.0,0.0,1.0,6.0,30.0,17.0,1.0,48.0,0.2805868308259445,1
35.0,0.0,0.0,5.0,30.0,45.0,1.0,252.0,0.2805868308259445,0
44.0,0.0,0.0,6.0,33.0,26.0,1.0,24.0,0.2805868308259445,1
39.0,0.0,1.0,0.0,32.0,26.0,2.0,264.0,0.2805868308259445,1
40.0,0.0,2.0,9.0,21.0,41.0,1.0,48.0,0.2805868308259445,0
27.0,0.0,1.0,6.0,28.0,18.0,2.0,24.0,0.24934941463035276,1
41.0,0.0,1.0,6.0,31.0,31.0,1.0,24.0,0.24934941463035276,1
55.0,0.0,2.0,3.0,33.0,24.0,1.0,24.0,0.24934941463035276,1
45.0,0.0,0.0,9.0,30.0,39.0,1.0,24.0,0.24934941463035276,0
45.0,0.0,1.0,9.0,33.0,40.0,1.0,12.0,0.3261169775912217,0
43.0,1.0,1.0,6.0,31.0,20.0,1.0,84.0,0.3261169775912217,1
31.0,0.0,2.0,6.0,22.0,24.0,1.0,216.0,0.3261169775912217,0
44.0,1.0,2.0,6.0,31.0,18.0,5.0,132.0,0.3261169775912217,0
52.0,0.0,2.0,6.0,30.0,32.0,1.0,204.0,0.3261169775912217,1
51.0,0.0,2.0,6.0,30.0,16.0,2.0,192.0,0.3261169775912217,0
52.0,0.0,0.0,3.0,32.0,39.0,1.0,12.0,0.14700027612444785,1
54.0,0.0,1.0,0.0,33.0,34.0,1.0,168.0,0.14700027612444785,1
51.0,0.0,2.0,5.0,31.0,34.0,2.0,42.0,0.14700027612444785,0
54.0,0.0,0.0,6.0,33.0,26.0,3.0,96.0,0.14700027612444785,1
51.0,1.0,1.0,6.0,29.0,22.0,2.0,36.0,0.14700027612444785,1
52.0,0.0,1.0,6.0,32.666666666666664,31.0,1.0,8.0,0.14700027612444785,1
48.0,0.0,0.0,9.0,30.0,39.0,1.0,12.0,0.13990697040768607,1
30.0,0.0,1.0,0.0,32.0,35.0,1.0,24.0,0.13990697040768607,1
38.0,0.0,1.0,8.0,38.0,30.0,3.0,84.0,0.24663391246018407,0
43.0,0.0,1.0,6.0,31.5,36.0,1.0,6.0,0.24663391246018407,1
46.0,0.0,0.0,6.0,31.666666666666668,29.0,1.0,8.0,0.24663391246018407,0
48.0,0.0,2.0,9.0,31.0,30.0,2.0,216.0,0.24663391246018407,1
51.0,0.0,1.0,3.0,34.0,24.0,1.0,24.0,0.0424752177964042,0
42.0,0.0,1.0,18.0,34.0,34.0,1.0,12.0,0.0424752177964042,1
35.0,0.0,2.0,1.0,34.0,35.0,1.0,180.0,0.0424752177964042,1
47.0,0.0,1.0,9.0,34.0,38.0,1.0,204.0,0.0424752177964042,1
50.0,0.0,2.0,6.0,33.0,23.0,2.0,132.0,0.0424752177964042,0
53.0,0.0,1.0,9.0,33.0,22.0,1.0,36.0,0.0424752177964042,0
53.0,0.0,2.0,9.0,34.0,19.0,2.0,108.0,0.0424752177964042,1
46.0,0.0,1.0,0.0,33.5,25.0,2.0,18.0,0.0424752177964042,0
56.0,0.0,2.0,4.0,28.0,29.0,1.0,108.0,0.0424752177964042,0
43.0,0.0,1.0,6.0,34.0,33.0,1.0,72.0,0.0424752177964042,1
50.0,0.0,1.0,0.0,33.0,23.0,1.0,144.0,0.0424752177964042,0
52.0,0.0,1.0,1.0,33.0,19.0,1.0,240.0,0.0424752177964042,0
47.0,0.0,1.0,0.0,34.0,18.0,1.0,48.0,0.0424752177964042,1
47.0,0.0,2.0,0.0,29.0,17.0,1.0,456.0,0.0424752177964042,1
27.0,0.0,2.0,2.0,34.0,30.0,1.0,540.0,0.0424752177964042,1
44.0,0.0,2.0,2.0,34.0,36.0,1.0,264.0,0.0424752177964042,1
34.0,1.0,1.0,6.0,31.0,40.0,2.0,252.0,0.0424752177964042,1
53.0,0.0,1.0,6.0,34.0,22.0,1.0,324.0,0.0424752177964042,0
49.0,0.0,2.0,6.0,34.0,16.0,1.0,444.0,0.0424752177964042,1
42.0,0.0,2.0,6.0,34.0,21.0,1.0,468.0,0.0424752177964042,1
48.0,0.0,2.0,0.0,34.0,19.0,1.0,420.0,0.0424752177964042,1
50.0,0.0,2.0,9.0,34.0,34.0,1.0,216.0,0.0424752177964042,1
55.0,0.0,1.0,9.0,31.0,16.0,1.0,192.0,0.07825590750901179,1
48.0,1.0,1.0,3.0,33.333333333333336,22.0,3.0,300.0,0.07825590750901179,0
53.0,0.0,0.0,6.0,30.0,23.0,1.0,12.0,0.07825590750901179,1
38.0,0.0,2.0,0.0,34.0,47.0,1.0,48.0,0.07825590750901179,1
50.0,1.0,2.0,17.0,21.5,24.0,3.0,18.0,0.07825590750901179,1
52.0,1.0,1.0,3.0,33.0,16.0,2.0,384.0,0.11368081207282668,1
49.0,1.0,1.0,6.0,31.5,22.0,5.0,300.0,0.11368081207282668,0
56.0,0.0,1.0,6.0,33.0,28.0,1.0,36.0,0.11368081207282668,1
42.0,0.0,0.0,4.0,31.0,30.0,1.0,12.0,0.11368081207282668,1
38.0,1.0,1.0,6.0,30.416666666666668,34.0,3.0,96.0,0.11368081207282668,1
51.0,1.0,0.0,6.0,35.916666666666664,25.0,6.0,113.0,0.11368081207282668,1
35.0,0.0,0.0,0.0,33.0,22.0,2.0,108.0,0.11368081207282668,0
40.0,0.0,0.0,0.0,32.166666666666664,13.0,10.0,566.0,0.11368081207282668,1
51.0,0.0,2.0,3.0,34.0,16.0,1.0,420.0,0.11368081207282668,1
51.0,0.0,2.0,6.0,28.0,31.0,1.0,216.0,0.1193470539611134,1
53.0,0.0,0.0,6.0,33.166666666666664,28.0,2.0,50.0,0.1193470539611134,1
56.0,0.0,1.0,6.0,37.0,22.0,1.0,36.0,0.1193470539611134,1
50.0,0.0,1.0,6.0,34.0,24.0,2.0,24.0,0.1193470539611134,1
44.0,0.0,1.0,0.0,33.0,25.0,1.0,24.0,0.1193470539611134,1
33.0,0.0,2.0,0.0,35.0,30.0,2.0,72.0,0.15681117656479077,1
53.0,0.0,2.0,9.0,30.5,26.0,1.0,48.0,0.15681117656479077,1
49.0,0.0,1.0,9.0,31.0,31.0,2.0,113.0,0.15681117656479077,1
55.0,0.0,0.0,9.0,31.0,24.0,2.0,72.0,0.15681117656479077,0
55.0,0.0,1.0,6.0,34.0,25.0,2.0,180.0,0.15681117656479077,0
51.0,0.0,2.0,12.0,19.0,30.0,1.0,192.0,0.15681117656479077,1
44.0,0.0,0.0,6.0,33.5,33.0,2.0,30.0,0.15681117656479077,0
55.0,0.0,1.0,6.0,34.0,18.0,2.0,48.0,0.15681117656479077,0
56.0,0.0,2.0,6.0,34.0,14.0,1.0,348.0,0.15681117656479077,0
49.0,0.0,2.0,12.0,27.083333333333332,22.0,2.0,106.0,0.10506251293007143,0
57.0,0.0,2.0,9.0,31.0,23.0,3.0,84.0,0.1387416105495991,1
49.0,0.0,2.0,6.0,34.0,35.0,1.0,216.0,0.1387416105495991,1
41.0,0.0,1.0,6.0,28.0,37.0,1.0,192.0,0.1387416105495991,0
41.0,0.0,2.0,6.0,32.916666666666664,40.0,2.0,65.0,0.1387416105495991,1
40.0,0.0,1.0,0.0,29.0,34.0,1.0,36.0,0.1387416105495991,1
54.0,0.0,1.0,9.0,29.083333333333332,20.0,3.0,58.0,0.1387416105495991,1
42.0,0.0,2.0,9.0,29.333333333333332,29.0,3.0,16.0,0.1387416105495991,0
55.0,0.0,2.0,6.0,33.666666666666664,20.0,3.0,104.0,0.1387416105495991,0
53.0,0.0,1.0,3.0,36.0,21.0,2.0,96.0,0.1387416105495991,1
42.0,0.0,2.0,6.0,32.0,42.0,1.0,12.0,0.1387416105495991,0
51.0,0.0,2.0,6.0,34.0,37.0,1.0,120.0,0.21115666919998477,1
52.0,0.0,1.0,6.0,34.0,30.0,3.0,144.0,0.21115666919998477,1
56.0,0.0,2.0,3.0,37.0,35.0,1.0,144.0,0.21115666919998477,1
51.0,0.0,1.0,12.0,28.0,28.0,1.0,288.0,0.21115666919998477,1
45.0,0.0,1.0,12.0,28.0,18.0,1.0,144.0,0.17244401375619664,0
49.0,0.0,2.0,12.0,31.0,43.0,1.0,36.0,0.17244401375619664,1
54.0,0.0,1.0,6.0,33.25,42.0,1.0,39.0,0.09075076631345262,1
57.0,0.0,1.0,6.0,34.0,16.0,4.0,204.0,0.1570145589118308,1
50.0,0.0,1.0,9.0,30.25,18.0,3.0,132.0,0.1570145589118308,1
57.0,0.0,1.0,10.0,30.0,16.0,3.0,180.0,0.1570145589118308,1
45.0,0.0,1.0,9.0,31.0,20.0,2.0,108.0,0.1570145589118308,1
45.0,0.0,1.0,6.0,34.0,15.0,2.0,60.0,0.1523291898494421,1
46.0,0.0,1.0,6.0,34.0,22.0,1.0,24.0,0.1523291898494421,1
42.0,1.0,1.0,9.0,31.0,57.0,1.0,60.0,0.1523291898494421,0
43.0,1.0,1.0,5.0,33.333333333333336,30.0,5.0,324.0,0.1523291898494421,1
55.0,0.0,2.0,6.0,33.5,40.0,1.0,6.0,0.1523291898494421,0
50.0,1.0,1.0,17.0,24.0,30.0,2.0,180.0,0.1523291898494421,0
57.0,0.0,1.0,9.0,30.5,21.0,2.0,66.0,0.1523291898494421,1
49.0,0.0,1.0,6.0,34.0,15.0,1.0,48.0,0.1523291898494421,1
54.0,0.0,1.0,6.0,33.5,20.0,3.0,132.0,0.1523291898494421,1
41.0,1.0,0.0,0.0,34.0,29.0,5.0,60.0,0.1523291898494421,0
48.0,0.0,1.0,9.0,30.666666666666668,27.0,3.0,56.0,0.1523291898494421,1
57.0,1.0,1.0,9.0,25.5,21.0,2.0,66.0,0.1523291898494421,1
37.0,0.0,1.0,3.0,32.0,20.0,10.0,60.0,0.1523291898494421,0
50.0,0.0,2.0,5.0,34.75,16.0,2.0,45.0,0.1523291898494421,1
56.0,0.0,1.0,9.0,31.0,18.0,1.0,132.0,0.10982379302626086,1
39.0,0.0,1.0,2.0,38.0,21.0,2.0,408.0,0.10982379302626086,1
49.0,0.0,1.0,12.0,26.5,25.0,1.0,12.0,0.10982379302626086,1
48.0,0.0,1.0,6.0,26.0,22.0,8.0,72.0,0.10982379302626086,0
46.0,1.0,1.0,3.0,36.166666666666664,18.0,4.0,74.0,0.10982379302626086,0
41.0,0.0,0.0,2.0,31.333333333333332,23.0,5.0,34.0,0.10982379302626086,0
41.0,0.0,1.0,2.0,38.0,25.0,1.0,84.0,0.10982379302626086,0
47.0,0.0,1.0,6.0,33.666666666666664,14.0,5.0,200.0,0.10982379302626086,1
49.0,0.0,1.0,6.0,34.0,18.0,2.0,108.0,0.10982379302626086,1
56.0,0.0,2.0,12.0,29.0,17.0,2.0,168.0,0.10982379302626086,0
39.0,0.0,0.0,3.0,34.333333333333336,18.0,7.0,172.0,0.10982379302626086,1
37.0,0.0,1.0,4.0,34.0,23.0,3.0,96.0,0.053006072245665885,0
42.0,0.0,2.0,3.0,31.0,39.0,2.0,60.0,0.053006072245665885,1
49.0,0.0,2.0,9.0,31.0,18.0,1.0,192.0,0.053006072245665885,0
38.0,1.0,1.0,6.0,33.666666666666664,12.0,5.0,540.0,0.053006072245665885,0
34.0,0.0,1.0,3.0,37.0,25.0,3.0,108.0,0.053006072245665885,0
55.0,0.0,2.0,6.0,39.0,30.0,4.0,192.0,0.053006072245665885,1
36.0,0.0,2.0,0.0,34.0,29.0,2.0,420.0,0.053006072245665885,1
47.0,0.0,2.0,1.0,36.5,17.0,4.0,66.0,0.053006072245665885,0
32.0,0.0,1.0,6.0,26.0,24.0,10.0,60.0,0.053006072245665885,0
47.0,0.0,1.0,6.0,33.0,18.0,2.0,72.0,0.053006072245665885,1
58.0,0.0,1.0,3.0,36.0,44.0,1.0,36.0,0.046267358230547576,0
35.0,0.0,1.0,0.0,37.5,35.0,2.0,24.0,0.046267358230547576,0
57.0,0.0,1.0,6.0,34.0,26.0,3.0,108.0,0.046267358230547576,1
35.0,0.0,2.0,0.0,38.0,35.0,1.0,12.0,0.046267358230547576,0
46.0,0.0,1.0,2.0,31.0,19.0,2.0,156.0,0.046267358230547576,1
58.0,0.0,2.0,3.0,37.0,32.0,1.0,12.0,0.046267358230547576,1
43.0,0.0,2.0,0.0,36.0,38.0,1.0,24.0,0.046267358230547576,0
52.0,0.0,1.0,6.0,34.0,16.0,1.0,24.0,0.046267358230547576,1
59.0,0.0,1.0,6.0,33.0,30.0,1.0,192.0,0.046267358230547576,0
41.0,0.0,1.0,4.0,34.0,24.0,1.0,48.0,0.09653664734269554,1
47.0,0.0,2.0,6.0,34.0,21.0,2.0,108.0,0.09653664734269554,0
58.0,0.0,1.0,6.0,33.0,23.0,3.0,192.0,0.09653664734269554,1
50.0,0.0,2.0,6.0,33.0,25.0,4.0,168.0,0.09653664734269554,0
59.0,0.0,1.0,6.0,31.75,14.0,2.0,285.0,0.09653664734269554,1
42.0,0.0,0.0,7.0,33.0,24.0,2.0,216.0,0.09653664734269554,1
48.0,0.0,1.0,6.0,34.0,18.0,3.0,84.0,0.09653664734269554,0
57.0,0.0,1.0,3.0,37.0,18.0,2.0,144.0,0.09653664734269554,0
49.0,0.0,1.0,6.0,31.0,34.0,9.0,72.0,0.09653664734269554,1
57.0,1.0,0.0,6.0,33.0,20.0,3.0,160.0,0.09653664734269554,0
54.0,0.0,1.0,6.0,34.0,20.0,4.0,84.0,0.09653664734269554,1
48.0,0.0,1.0,11.0,29.0,19.0,1.0,372.0,0.09653664734269554,1
46.0,0.0,1.0,6.0,34.0,20.0,7.0,276.0,0.09653664734269554,0
53.0,0.0,2.0,6.0,32.666666666666664,15.0,5.0,256.0,0.09653664734269554,1
33.0,0.0,1.0,4.0,34.0,36.0,4.0,48.0,0.09653664734269554,0
54.0,0.0,2.0,6.0,34.0,40.0,1.0,132.0,0.09653664734269554,1
51.0,0.0,1.0,6.0,26.5,15.0,7.0,252.0,0.09653664734269554,1
59.0,0.0,2.0,6.0,32.0,18.0,1.0,48.0,0.09653664734269554,0
47.0,0.0,1.0,12.0,27.0,27.0,2.0,24.0,0.09653664734269554,0
58.0,0.0,2.0,6.0,33.583333333333336,17.0,7.0,127.0,0.07941164590415231,0
59.0,0.0,2.0,3.0,34.0,14.0,4.0,108.0,0.07941164590415231,1
54.0,0.0,2.0,3.0,35.0,45.0,1.0,72.0,0.07941164590415231,1
54.0,0.0,2.0,6.0,34.0,18.0,3.0,372.0,0.07941164590415231,1
52.0,0.0,1.0,0.0,29.0,17.0,1.0,120.0,0.07941164590415231,1
50.0,0.0,2.0,2.0,31.0,15.0,3.0,60.0,0.07941164590415231,1
53.0,0.0,1.0,9.0,30.0,16.0,2.0,228.0,0.07941164590415231,1
56.0,0.0,1.0,3.0,36.0,16.0,3.0,180.0,0.07941164590415231,1
55.0,0.0,2.0,6.0,34.0,15.0,2.0,60.0,0.07941164590415231,0
54.0,0.0,2.0,3.0,36.0,19.0,2.0,72.0,0.07941164590415231,1
52.0,0.0,2.0,3.0,36.0,20.0,3.0,84.0,0.07941164590415231,0
47.0,0.0,2.0,3.0,35.166666666666664,20.0,3.0,14.0,0.07941164590415231,0
